,words,words_label,intent_label
481,من برای  شام میخوام  چهار تا  پیتزای مخلوط بخورم از  نزدیک ترین غذافروشی ,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant I-Restaurant I-Restaurant ,Order_Food
482, یکشنبه آینده  یزد  هوا  چه طوری است ,B-Date I-Date B-Location O O O O ,Get_Weather
483,من برای ناهار میخوام  یک عدد  همبرگر بخورم از  نزدیک ترین کافه ,O O O O B-Number I-Number B-Food O O B-Restaurant I-Restaurant I-Restaurant ,Order_Food
484, یک عدد  اسنپ میخوام که برم  دانشگاه شریف ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
485,میتونی  پرفروش ترین  چیز  استاد شجریان رو پخش کنی ,O O O O B-Artist I-Artist O O O ,Play_Music
486,فردا ، لندن پیش بینی اب و هوا چیست چیه,B-Date O B-Location O O O O O O O,Get_Weather
487,برای ناهار از  نزدیک ترین رستوران یه  پیتزای مخلوط سفارش بده ,O O O B-Restaurant I-Restaurant I-Restaurant B-Number B-Food I-Food O O ,Order_Food
488, هوا  توکیو  ابری است ,O B-Location O O ,Get_Weather
489, کرایه اش  ماشین از  پل خواجو تا  دانشگاه  چند ریاله ,O O O O B-Departure I-Departure O B-Destination O O ,Catch_a_Cab
490,پیش بینی شود هوا کرج بارانی میباشد,O O O O B-Location O O ,Get_Weather
491,لطفا یه ترانه عالی از مایکل جکسون بردارید بذار,O O O O O B-Artist I-Artist O O,Play_Music
492, واسه من  یک عدد  آژانس بگیر تا  دانشگاه علم و صنعت ,O O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
493, شنبه بعد در  شانگهای  پیش بینی آب و هوا  چیه ,B-Date I-Date O B-Location O O O O O O ,Get_Weather
494,لطفا برای خودتون چهار تا پیتزای رژیمی سفارش بده,O O O B-Number I-Number B-Food I-Food O O ,Order_Food
495,اگه برای میان وعده از غذای خودتون یه سالاد سزار سفارش بده,O O O O O B-Restaurant I-Restaurant B-Number B-Food I-Food O O ,Order_Food
496,و آب هوا چطور است,O O O O O,Get_Weather
497,من  سه تا  همبرگر از  اژدر زاپاتا میخوام ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
498, یک عدد تاکسی میخوام تا من رو ببره  میدان نقش جهان ,O O O O O O O O B-Destination I-Destination I-Destination ,Catch_a_Cab
499,جدیدترین یاس را پخش کن,O B-Artist O O O,Play_Music
500,میشه وسط دونه کپی از ابی بذاری,O O O O O B-Artist O ,Play_Music
501, پنجشنبه آینده  درجه دما در  اهواز  چند درجه فارنهایت است ,B-Date I-Date O O O B-Location O O O O ,Get_Weather
502,غمگین می ترین اهنگ معین رو بذار,O O O O B-Artist O O,Play_Music
503, آژانس از  تجریش تا  پل خواجو  چنده ,O O B-Departure O B-Destination I-Destination O ,Catch_a_Cab
504,یه آلبوم ترانه پرانرژی کن پخش,O O O O O O,Play_Music
505,شنبه قبل در نیویورک اب و هوایی و همینطور بود,B-Date I-Date O B-Location O O O O O O ,Get_Weather
506,یکشنبه صبح در سن جوانی پیش میاد وضع هوا چطور بود,B-Date I-Date O B-Location I-Location O O O O O O ,Get_Weather
507,صاحب رستوران ایتالیایی دو بسته پاستای الفردو سفارش بده,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
508,میتونی برام یک صفحه عدد تپسی بگیری چند تا خانه,O O O O O O O O O B-Destination,Catch_a_Cab
509, پس فردا  طوفانیه ,B-Date I-Date O ,Get_Weather
510,متشکرم لطفا برای شام از غرفه رستوران سیب یه دونه مثل هات داگ سفارش بده,O O O O O O B-Restaurant I-Restaurant B-Number I-Number O B-Food I-Food O O,Order_Food
511,میتونی برای  میان وعده  دو تا پیتزا سفارش بدی ,O O O O B-Number I-Number B-Food O O ,Order_Food
512,دوشنبه بعد درجه دما فقط در قاهره متغیر چند است,B-Date I-Date O O O O B-Location O O O,Get_Weather
513, یکشنبه آینده برفیه ,B-Date I-Date O ,Get_Weather
514, برام  یه عدد  اسنپ بگیر تا  ونک ,O O O O O O B-Destination ,Catch_a_Cab
515, پیش بینی وضع هوا  توکیو  همین الان  چه طوری است ,O O O O B-Location B-Date I-Date O O O ,Get_Weather
516,یه  چیز  جدید پخش کن ,O O O O O ,Play_Music
517,پیش بینی وضع روحی هم پریروز چی بود,O O O O B-Location B-Date O O ,Get_Weather
518,میشه برام یک چیز از پخش کنی,O O O O O O O,Play_Music
519,مه و هوا مسکو بارانی است,O O O B-Location O O ,Get_Weather
520,برای من یک  تپسی بگیر تا  خونه ,O O O O O O B-Destination ,Catch_a_Cab
521,از  میدان نقش جهان تا  مدرسه هزینه  چند ریال میشه ,O B-Departure I-Departure I-Departure O B-Destination O O O O ,Catch_a_Cab
522, یک عدد تاکسی میخوام که برم  میدان نقش جهان ,O O O O O O B-Destination I-Destination I-Destination ,Catch_a_Cab
523,یه آلبوم  ترانه  محبوب پخش کن ,O O O O O O ,Play_Music
524,یک البوم موسیقی زیبا رو پخش کن,O O O O O O O,Play_Music
525,میشه از  نزدیک ترین کافه برای  شام  سه تا  پیتزای سبزیجات سفارش بدی ,O O B-Restaurant I-Restaurant I-Restaurant O O B-Number I-Number B-Food I-Food O O ,Order_Food
526,من یک ترانه خیلی شاد میخوام,O O O O O O,Play_Music
527,میتونی برای  شام یه  سالاد یونانی سفارش بدی ,O O O B-Number B-Food I-Food O O ,Order_Food
528,ترانه سال 2020 را پخش,O O O O O,Play_Music
529,تا  مترو ولیعصر میخوام  تپسی بگیرم ,O B-Destination I-Destination O O O ,Catch_a_Cab
530,میتونی پرطرفدارترین اهنگ زن جنیفر لوپز رو پخش اجرا کنی,O O O O B-Artist I-Artist O O O O,Play_Music
531, یک عدد  اسنپ میخوام تا من رو ببره  رستوران روسی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
532, یه دونه  همبرگر از  سیب 360  چقدر است ,B-Number I-Number B-Food O B-Restaurant I-Restaurant O O ,Order_Food
533, یه  آژانس میخوام که برم  میدان وکیل ,O O O O O B-Destination I-Destination ,Catch_a_Cab
534,لطفا از  نزدیک ترین کافه برای  شام یه  پیتزای پپرونی سفارش بده ,O O B-Restaurant I-Restaurant I-Restaurant O O B-Number B-Food I-Food O O ,Order_Food
535,یک  تپسی میخوام تا من رو ببره  سهروردی ,O O O O O O O B-Destination ,Catch_a_Cab
536,بهترین موسیقی نامه شهرام شیخ ناظری را پخش کن,O O O B-Artist O I-Artist O O O,Play_Music
537, درجه هوا  جمعه بعد در  دمشق  چقدر است ,O O B-Date I-Date O B-Location O O ,Get_Weather
538,لطفا آهنگی از  شماعی زاده پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
539,قیمت ساندویچ سرد از نزدیک ترین چند هزار تومان می,O B-Food I-Food O B-Restaurant I-Restaurant O O O O,Order_Food
540,برای اهنگی زیبا گوش کنم,O O O O O ,Play_Music
541,میتونی بگی  پیش بینی وضع هوا  پاریس  همین حالا چطوره ,O O O O O O B-Location B-Date I-Date O ,Get_Weather
542,تاکسی از  هتل تا  بازار موبایل  چنده ,O O B-Departure O B-Destination I-Destination O ,Catch_a_Cab
543, یه دونه  کباب برگ سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
544, یه تاکسی میخوام تا من رو ببره  رستوران روسی ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
545,میشه برام یه آهنگ از  مایلی سایرس پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
546,یه اسنپ میخوام تا رو من باشگاه ببره,O O O O O O B-Destination O,Catch_a_Cab
547,من برای ناهار میخوام  یک عدد  ماکارونی بخورم از  رستوران سیب ,O O O O B-Number I-Number B-Food O O B-Restaurant I-Restaurant ,Order_Food
548,بهترین موسیقی فیلم مایکل جکسون را پخش خواهد کن,O O O B-Artist I-Artist O O O O,Play_Music
549,راستی لطفا برای ناهار چهار تا سالاد سزار سفارش بدید بده,O O O O B-Number I-Number B-Food I-Food O O O,Order_Food
550,آب و هوا  مسکو  بارانی است ,O O O B-Location O O ,Get_Weather
551,درجه در دما آتن چقدره,O O O B-Location O,Get_Weather
552,قبل در ریاض هوا چه طوری,I-Date O B-Location O O O,Get_Weather
553,و از شاهچراغ تا فرجام که هزینه اش چند ریاله,O O B-Departure O B-Destination O O O O O,Catch_a_Cab
554,جهان چه طوری است,O O O O ,Get_Weather
555,دیروز هوا دیروز چطور بود,B-Date O B-Date O O,Get_Weather
556,یک  ماشین میخوام تا من رو ببره  کافه سکوی نه و سه چهارم ,O O O O O O O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
557, پیش بینی هوا شناسی  ابری است ,O O O O O O ,Get_Weather
558,میخواهم چیزی گوش کنم,O O O O,Play_Music
559,برای ناهار به نزدیک ترین رستوران شهر پیتزای اماده سفارش بده,O O O B-Restaurant I-Restaurant I-Restaurant B-Number B-Food I-Food O O ,Order_Food
560, پیش بینی آب و هوا  بارونیه ,O O O O O O ,Get_Weather
561,همین الان در پکن و آب هوا طوریه چه,B-Date I-Date O B-Location O O O O O,Get_Weather
562,هتلهای تهران اب و هوا چه طوری ؟,B-Date B-Location O O O O O O ,Get_Weather
563,میشه یک نیم چیز از داریوش یاد بذاری,O O O O O B-Artist O O,Play_Music
564,تا مدرسه میخوام بگیرم ماشین,O B-Destination O O O,Catch_a_Cab
565,یک رستوران ایتالیایی یک کپی پیتزای مخصوص سفارش بده,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
566, برام  یک عدد  ماشین بگیر تا  ایل گلی ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
567,میخوام یه  ترانه از  جنیفر لوپز بشنوم ,O O O O B-Artist I-Artist O ,Play_Music
568,لطفا یک عدد از ماشین بگیر یا من رو ببره تهرانپارس,O O O O O O O O O O B-Destination,Catch_a_Cab
569,تو قدیمی ترین چیز مایلی سایرس رو جا بذار,O O O O B-Artist I-Artist O O O,Play_Music
570,لطفا یه دونه هدیه بگیر من رو ببره داخل ؟,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
571,و برای میان وعده از منو نزدیک ترین رستوران میتواند چهار تا پیتزای مخلوط سفارش بده,O O O O O O B-Restaurant I-Restaurant I-Restaurant O B-Number I-Number B-Food I-Food O O,Order_Food
572,لطفا  یک عدد  ماشین بگیر من رو ببره  تهرانپارس ,O O O O O O O O B-Destination ,Catch_a_Cab
573,لطفا برای میان وعده از سیب 360 یک پیتزای یونانی,O O O O O B-Restaurant I-Restaurant B-Number B-Food I-Food,Order_Food
574,میتونی یه دونه از شماعی زاده کنی,O O O O B-Artist I-Artist O,Play_Music
575,بهترین  موسیقی  جنیفر لوپز رو بذار ,O O B-Artist I-Artist O O ,Play_Music
576,من یه  چیز  آرام از  شکیرا  میخوام گوش بدم ,O O O O O B-Artist O O O ,Play_Music
577,لطفا اسنپ یک من بگیر رو ببره مدرسه,O O O O O O O B-Destination,Catch_a_Cab
578,همین الان هوا است چطور,B-Date I-Date O O O,Get_Weather
579,پیش بینی هوا شناسی اتن دو شنبه ماه قبل چگونه بود,O O O O O O B-Date O I-Date O O,Get_Weather
580, پسفردا  طوفانی است ,B-Date O O ,Get_Weather
581,آب و هوا اصفهان چی,O O O B-Location O,Get_Weather
582,چهارشنبه شب اینده در پردیس واشنگتن پیش بینی هوا شناسی چطوره,B-Date O O O O B-Location O O O O O,Get_Weather
583,برای لطفا وعده میان یک پاستای عدد آلفردو سفارش بده,O O O O B-Number B-Food I-Number I-Food O O,Order_Food
584, پیش بینی آب و هوا  ابریه ,O O O O O O ,Get_Weather
585,میشه از  اکبرجوجه برای  شام  دو تا  پیتزای سبزیجات سفارش بدی ,O O B-Restaurant O O B-Number I-Number B-Food I-Food O O ,Order_Food
586,میتونی  جدیدترین  موسیقی  کامران و هومن رو پخش کنی ,O O O B-Artist I-Artist I-Artist O O O ,Play_Music
587,یکشنبه اینده نمازجمعه یزد ؛ هوا چه طوری است,B-Date O O B-Location O O O O O,Get_Weather
588,من میخواهم به  یه دونه  ترانه از  جنیفر لوپز گوش کنم ,O O O O O O O B-Artist I-Artist O O ,Play_Music
589, یک عدد  آژانس کرایه کن از  میدان نقش جهان تا  پل خواجو ,O O O O O O B-Departure I-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
590, درجه دما دیروز در  بغداد چند بود ,O O B-Date O B-Location O O ,Get_Weather
591, کرایه اش  تپسی از  پل خواجو تا  ایل گلی  چند ریال است ,O O O O B-Departure I-Departure O B-Destination I-Destination O O O ,Catch_a_Cab
592,همین الان با ساری پیش بریم اب و هوا چطوره,B-Date I-Date O B-Location O O O O O O ,Get_Weather
593, یه  اسنپ میخوام تا من رو ببره  باشگاه ,O O O O O O O B-Destination ,Catch_a_Cab
594,دو من تا پیتزای سبزیجات از اژدر میخوام زاپاتا,B-Number O I-Number B-Food I-Food O B-Restaurant O I-Restaurant,Order_Food
595,پسفردا درجه هوا از اهواز بهتر است,B-Date O O O B-Location O O ,Get_Weather
596,تو یک اسنپ خبر کن میخواست من رو ببره مدرسه,O O O O O O O O O B-Destination,Catch_a_Cab
597,هزینه از تا فلکه گاز چند ریاله,O O O B-Destination I-Destination O O,Catch_a_Cab
598,خب لطفا یه یک عدد ماشین بگیر من رو ببره سهروردی,O O O O O O O O O O B-Destination,Catch_a_Cab
599, یک آلبوم آهنگ  محبوب پخش کن ,O O O O O O ,Play_Music
600,میتونی برای ناهار دو پاستای آلفردو سفارش,O O O B-Number B-Food I-Food O,Order_Food
601, پرفروش ترین  ترانه  ریحانا رو پخش کن ,O O O B-Artist O O O ,Play_Music
602,از  شاهچراغ تا  فرجام  هزینه اش  چند ریاله ,O B-Departure O B-Destination O O O O ,Catch_a_Cab
603,هزینه  چهار تا  چلوکباب از  رستوران بیست  چقدر است ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O O ,Order_Food
604,میشه برام یه  چیز از  فرزاد فرزین پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
605,کرایه اش عبارتند از دروازه خواجو یا دانشگاه چند ریاله,O O O O B-Departure I-Departure O B-Destination O O ,Catch_a_Cab
606,یک  ماشین میخوام که برم  دانشگاه علم و صنعت ,O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
607, پس فردا  هوا  چه جوری است ,B-Date I-Date O O O O ,Get_Weather
608,ماشین میخوام تا رو ببره کافه نه و سه چهارم,O O O O O B-Destination I-Destination I-Destination I-Destination I-Destination,Catch_a_Cab
609,میخوام برای  میان وعده  چهار تا  هات داگ از  نزدیک ترین کافه سفارش بدم ,O O O O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
610,میتونی برام  یه عدد  تپسی بگیری تا  ایران مال ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
611, یه دونه  اسنپ کرایه کن از  شاهچراغ تا  پل حافظ ,O O O O O O B-Departure O B-Destination I-Destination ,Catch_a_Cab
612,لطفا آهنگی از  گروه آریان پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
613,برای من  یه  آژانس بگیر تا  خونه ,O O O O O O B-Destination ,Catch_a_Cab
614,لطفا  یه دونه  تپسی بگیر من رو ببره  فلکه گاز ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
615,بهترین موسیقی جنیفر لوپز بذار رو بذار,O O B-Artist I-Artist O O O,Play_Music
616,هفت عدد هم میخوام که برم دانشگاه شریف,O O O O O O B-Destination I-Destination ,Catch_a_Cab
617,تا بازار تهران میخوام تاکسی بگیرم ,O B-Destination I-Destination O O O ,Catch_a_Cab
618, سه تا  کباب کوبیده سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
619,آب و هوا چطوره ,O O O O ,Get_Weather
620, یه دونه  ترانه  پرفروش پخش کن ,O O O O O O ,Play_Music
621,لطفا یه  موسیقی از  جنیفر لوپز پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
622,میتونی برای شام چلوکباب سفارش بدی,O O O B-Food O O,Order_Food
623, محبوب ترین  موسیقی  گروه کویین رو بذار ,O O O B-Artist I-Artist O O ,Play_Music
624,بگی میتونی پیش بینی هوا وضع همین پاریس حالا چطوره,O O O O O O B-Date B-Location I-Date O,Get_Weather
625, سه تا  کباب برگ سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
626,ترانه ای آرام گوش کنم,O O O O O,Play_Music
627,اسنپ از همین تکیه جا تا شاهچراغ چند طبقه است,O O B-Departure O I-Departure O B-Destination O O O,Catch_a_Cab
628,محبوب ترین چیز دهه را پخش کن,O O O O O O O,Play_Music
629,مشتریها لطفا برای یه شام یه دونه ماکارونی سفارش بده,O O O B-Number O B-Number I-Number B-Food O O,Order_Food
630,اب و فاضلاب ابریه,O O O O ,Get_Weather
631,از کرایه ماشین پل خواجو تا تجریش چند است,O O O B-Departure I-Departure O B-Destination O O,Catch_a_Cab
632,برام یه بگیر تا داریوش,O O O O I-Destination,Catch_a_Cab
633,پرطرفدارترین لیست اهنگ سال ؛ [UNK] را پخش کن,O O O O O O O O O,Play_Music
634,ای ترانه از پرفروش ترین آلبوم کامران پخش و هومن کن,O O O O O O B-Artist O I-Artist I-Artist O,Play_Music
635,میتونی بگی  پیش بینی آب و هوا  یزد  شنبه بعد چطوره ,O O O O O O O B-Location B-Date I-Date O ,Get_Weather
636,میشه از  اژدر زاپاتا برای  شام یه  سالاد سزار سفارش بدی ,O O B-Restaurant I-Restaurant O O B-Number B-Food I-Food O O ,Order_Food
637, ماشین از  هتل تا  ونک  چند تومنه ,O O B-Departure O B-Destination O O ,Catch_a_Cab
638,قیمت دانشگاه امیرکبیر تا دانشگاه و صنعت چنده,O B-Destination I-Departure O O I-Destination I-Destination O,Catch_a_Cab
639,لطفا از نزدیک ترین کافه برای شام ناهار خود یک عدد پیتزای کوچک یونانی سفارش بده,O O B-Restaurant I-Restaurant I-Restaurant O O O O B-Number I-Number B-Food O I-Food O O,Order_Food
640,میخواهم چیزی شاد گوش,O O O O,Play_Music
641,برای ناهار از ساندویچ یک آیدا عدد پاستای آلفردو سفارش بده,O O O B-Restaurant B-Number I-Restaurant I-Number B-Food I-Food O O,Order_Food
642,ببینید چطوره,O O ,Get_Weather
643,از بازار موبایل امام رضا چند تومان است,O B-Departure I-Departure I-Destination I-Destination O O O,Catch_a_Cab
644,من یک چیز دیگه واسه فریدون فرخزاد میخوام گوش بدم,O O O O O B-Artist I-Artist O O O ,Play_Music
645,لطفا برای  میان وعده  یک عدد  پاستای آلفردو سفارش بده ,O O O O B-Number I-Number B-Food I-Food O O ,Order_Food
646, همین الان  برلین  پیش بینی آب و هوا چطور است ,B-Date I-Date B-Location O O O O O O O ,Get_Weather
647,میتونی  پرطرفدارترین آهنگ داریوش رو پخش کنی ,O O O B-Artist O O O ,Play_Music
648,هات داگ سفارش بده,B-Food I-Food O O,Order_Food
649,بینی وضع هوا چه جوری است,O O O O O O,Get_Weather
650,یه تاکسی میخوام تا من رو ببره,O O O O O O O,Catch_a_Cab
651, پیش بینی آب و هوا برفی است ,O O O O O O O ,Get_Weather
652,لطفا برای وعدهی شام سه نیم تا ماکارونی سفارش بده,O O O O B-Number O I-Number B-Food O O,Order_Food
653,لطفا برای  شام یه  کباب برگ سفارش بده ,O O O B-Number B-Food I-Food O O ,Order_Food
654,یک از لوپز پخش کن,O O I-Artist O O,Play_Music
655, چهارشنبه آینده  آفتابی است ,B-Date I-Date O O ,Get_Weather
656,لطفا یه عدد آژانس بگیر ببره خوابگاه,O O O O O O B-Destination,Catch_a_Cab
657,لطفا آهنگی از  فرزاد فرزین پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
658,دانستن درجه دما پسفردا در اصفهان چقدر خطرناک است,O O O B-Date O B-Location O O O,Get_Weather
659,میشه یک از چیز شکیرا بذاری,O O O O B-Artist O,Play_Music
660,بینی آب هوا برفی است,O O O O O,Get_Weather
661, شنبه قبل  اهواز  پیش بینی هوا شناسی  چه جوری بود ,B-Date I-Date B-Location O O O O O O O ,Get_Weather
662,میشه از بچههای رستوران بیست تون برای میان وعده یه دونه نیمچه پیتزای مخلوط سفارش بدی,O O O B-Restaurant I-Restaurant O O O O B-Number I-Number O B-Food I-Food O O,Order_Food
663,هزینه  ماشین از  میدان وکیل تا  کافه سکوی نه و سه چهارم  چند تومن میشه ,O O O B-Departure I-Departure O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination O O O ,Catch_a_Cab
664,لطفا برای میان ترین کافه یک چلوکباب سلطانی سفارش بده,O O O I-Restaurant I-Restaurant B-Number B-Food I-Food O O,Order_Food
665, یه عدد  آژانس کرایه کن از  دانشگاه خواجه نصیر الدین طوسی تا  بلوار نبوت ,O O O O O O B-Departure I-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
666,من  یک  ترانه شاد میخوام ,O O O O O ,Play_Music
667, یه دونه  پاستای آلفردو سفارش بده ,B-Number I-Number B-Food I-Food O O ,Order_Food
668, دوشنبه گذشته  پیش بینی وضع هوا  چه طوری بود ,B-Date I-Date O O O O O O O ,Get_Weather
669,یه چیز جدید کن پخش,O O O O O,Play_Music
670,از  رستوران ایتالیایی  دو تا  پاستای آلفردو سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
671, غمگین ترین آهنگ  معین رو بذار ,O O O B-Artist O O ,Play_Music
672,آژانس از تا تجریش چنده,O O O B-Destination O,Catch_a_Cab
673,پس فردا هوا چه جوری خواهد است,B-Date I-Date O O O O O,Get_Weather
674,من  چهار تا  پیتزای مخصوص از  نزدیک ترین رستوران میخوام ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
675,رتبه از بانک علم و صنعت تا دانشگاه علم و صنعت چقدر شده,O O B-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination I-Destination I-Destination O O ,Catch_a_Cab
676,لطفا  یک عدد  ماشین بگیر من رو ببره  سهروردی ,O O O O O O O O B-Destination ,Catch_a_Cab
677,یه آلبوم  ترانه  پرانرژی پخش کن ,O O O O O O ,Play_Music
678,میتونی بجز یک وعده یه دونه تابه سلطانی سفارش بدی,O O O O B-Number I-Number B-Food I-Food O O ,Order_Food
679, درجه هوا در  ملبورن  چند درجه فارنهایت است ,O O O B-Location O O O O ,Get_Weather
680,الان میخواهم به یک نظریه درباره فریدون فرخزاد گوش کنم,O O O O O O B-Artist I-Artist O O ,Play_Music
681,عدد از رستوران ایتالیایی ریال می شود,I-Number O B-Restaurant I-Restaurant O O O,Order_Food
682,لطفا  یک عدد  ماشین بگیر من رو ببره  ایل گلی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
683, یه دونه  ترانه  پرانرژی پخش کن ,O O O O O O ,Play_Music
684,یه  جوجه کباب سفارش بده ,B-Number B-Food I-Food O O ,Order_Food
685,یک عدد اژانس کرایه کن همیشه از فرجام تا این هتل,O O O O O O O B-Departure O O B-Destination,Catch_a_Cab
686,یه چیزبرگر دونه سفارش بده,B-Number B-Food I-Number O O,Order_Food
687,من برای ناهار میخوام  یک عدد  کباب کوبیده بخورم از  اکبرجوجه ,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant ,Order_Food
688, جمعه بعد  آفتابی است ,B-Date I-Date O O ,Get_Weather
689, یه عدد  اسنپ میخوام تا من رو ببره  دانشگاه ,O O O O O O O O B-Destination ,Catch_a_Cab
690, یک  ترانه از  محسن چاووشی پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
691,جمعه بعد درجه در چقدره,B-Date I-Date O O O,Get_Weather
692,لطفا  یه دونه  ماشین بگیر من رو ببره  رستوران روسی ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
693, دوشنبه بعد  تگرگ می بارد ,B-Date I-Date O O O ,Get_Weather
694, سه تا  کباب کوبیده از  رستوران ایتالیایی چقدره ,B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O ,Order_Food
695,از  دانشگاه علم و صنعت تا  حرم امام رضا  هزینه اش  چند تومان است ,O B-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination I-Destination O O O O O ,Catch_a_Cab
696, پیش بینی وضع هوا  چه جوری است ,O O O O O O O ,Get_Weather
697,لطفا برای ناهار از اکبرجوجه ۲ جفت پیتزای سبزیجات خریداری بده,O O O O B-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
698,میتونی یه  ترانه از  ریحانا پخش کنی ,O O O O B-Artist O O ,Play_Music
699,یه محبوب از کامران و هومن کن,O O O B-Artist I-Artist I-Artist O,Play_Music
700,واسه من یه تا محل کارم,O O O O B-Destination I-Destination,Catch_a_Cab
701,میخواهم به یه دونه ترانه از جنیفر لوپز کنم,O O O O O O B-Artist I-Artist O,Play_Music
702,میشه برام  یه دونه  چیز از  شهرام ناظری پخش کنی ,O O O O O O B-Artist I-Artist O O ,Play_Music
703,درجه هوا در چند ملبورن درجه است فارنهایت,O O O O B-Location O O O,Get_Weather
704,خب هوا چطوره,B-Date O O ,Get_Weather
705,یه دونه پاستای سفارش بده,B-Number I-Number B-Food O O,Order_Food
706,پیش گفت اب تا هوا بارونیه,O O O O O O ,Get_Weather
707,لطفا شام برای از نزدیک ترین یه رستوران دونه پیتزای سفارش یونانی بده,O O O O B-Restaurant I-Restaurant B-Number I-Restaurant I-Number B-Food O I-Food O,Order_Food
708, یه دونه  تپسی میخوام که برم  رستوران روسی ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
709,یک از عدد ماکارونی اکبرجوجه چند تومان میشه,B-Number O I-Number B-Food B-Restaurant O O O,Order_Food
710, یک عدد  چیزبرگر از  نزدیک ترین رستوران  چقدر است ,B-Number I-Number B-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
711,میتونی بگی پیش از اب و برق رم بله چطوره,O O O O O O O B-Location B-Date O ,Get_Weather
712,تا چهار هات داگ سفارش بده,I-Number B-Number B-Food I-Food O O,Order_Food
713, یک عدد  آژانس کرایه کن از  فرجام تا  هتل ,O O O O O O B-Departure O B-Destination ,Catch_a_Cab
714,من برای شام میخوام سه تا پنیر مخلوط بخورم از بقیه چیز,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant I-Restaurant ,Order_Food
715,برام یک عدد یک ماشین بگیر ۱۰۰ تا ایل گلی,O O O O O O O O B-Destination I-Destination,Catch_a_Cab
716,آهنگ لطفا یه از احسان خواجه امیری پخش کن,O O O O B-Artist I-Artist I-Artist O O,Play_Music
717, واسه من  یه دونه  اسنپ بگیر تا  دانشگاه شریف ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
718,میشه از رستوران سیب شام برای تا چهار ماکارونی بدی سفارش,O O B-Restaurant I-Restaurant O O I-Number B-Number B-Food O O,Order_Food
719,میخوام یه ترانه دیگه جنیفر لوپز بخونم,O O O O B-Artist I-Artist O ,Play_Music
720,لطفا  یه عدد  آژانس بگیر من رو ببره  خوابگاه ,O O O O O O O O B-Destination ,Catch_a_Cab
721, یه تاکسی خبر کن من رو ببره  پل خواجو ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
722, پیش بینی آب و هوا  ژوهانسبورگ  دوشنبه بعد  چه طوری است ,O O O O O B-Location B-Date I-Date O O O ,Get_Weather
723,لطفا ارکید برای شام دونه فلافل سفارش بده,O I-Restaurant O O I-Number B-Food O O,Order_Food
724, یه دونه  آژانس میخوام که برم  خونه ,O O O O O O B-Destination ,Catch_a_Cab
725, الان  بارونیه ,B-Date O ,Get_Weather
726,پیش بینی هوا شناسی جهان ابری است,O O O O O O O,Get_Weather
727, یه دونه  تپسی میخوام که برم  خونه ,O O O O O O B-Destination ,Catch_a_Cab
